Summer 2010 [Final],OCR,GCSE, Engineering:Impact of Modern Technologies on Engineering (Examined Unit):Written Paper  ,A624/02,1h 00m ,20 May 2010, Thursday pm  
January 2013 [Provisional],OCR,GCSE," Additional Science A: Unit 1 (B4, C4, P4) Higher  ",A215/02,0h 40m ,14 January 2013, Monday am  
January 2013 [Provisional],OCR,GCSE," Additional Science A Modules B4, C4, P4:Written Paper - Higher  ",A151/02,1h 00m ,14 January 2013, Monday am  
January 2013 [Provisional],OCR,GCSE," Additional Science A Modules B4, C4, P4:Written Paper - Foundation  ",A151/01,1h 00m ,14 January 2013, Monday am  
January 2013 [Provisional],OCR,GCSE," Additional Science B: Unit 2 (B4, C4, P4) Higher  ",B624/02,1h 00m ,14 January 2013, Monday am  
January 2013 [Provisional],OCR,GCSE," Additional Science B: Unit 1 (B3, C3, P3) Foundation  ",B623/01,1h 00m ,22 January 2013, Tuesday am  
January 2013 [Provisional],OCR,GCSE," Additional Science modules B3, C3, P3:Written Paper - Higher  ",B721/02,1h 15m ,22 January 2013, Tuesday am  
January 2013 [Provisional],OCR,GCSE," Additional Science B: Unit 1 (B3, C3, P3) Higher  ",B623/02,1h 00m ,22 January 2013, Tuesday am  
January 2013 [Provisional],OCR,GCSE," Additional Science modules B3, C3, P3:Written Paper - Foundation  ",B721/01,1h 15m ,22 January 2013, Tuesday am  
January 2013 [Provisional],OCR,GCE, Mathematics:Further Pure Mathematics 2:Written Paper  ,4726/01,1h 30m ,14 January 2013, Monday am  
January 2013 [Provisional],OCR,GCE, Mathematics:Further Pure Mathematics 1:Written Paper  ,4725/01,1h 30m ,23 January 2013, Wednesday am  
January 2013 [Provisional],Edexcel,GCE, MATHEMATICS: PURE FURTHER PURE FP1  ,6667,1h 30m ,25 January 2013, Friday pm  
January 2013 [Provisional],OCR,GCE, Mathematics:Further Pure Mathematics 3:Written Paper  ,4727/01,1h 30m ,30 January 2013, Wednesday am  
Summer 2009 [Final],Edexcel,GCE, DRAMA TEXT IN CONTEXT I  ,6343 01,2h 00m ,3 June 2009, Wednesday pm  
Summer 2009 [Final],AQA,GCSE, Drama Written  ,3241/W,2h 00m ,11 June 2009, Thursday am  
Summer 2009 [Final],WJEC,GCSE, Drama Written Paper  ,14506,2h     ,11 June 2009, Thursday am  
Summer 2009 [Final],CCEA,GCSE, Drama 1  ,G2501,2h 00m ,11 June 2009, Thursday am  
Summer 2009 [Final],OCR,GCSE, Drama:Written Examination (Ext Ass)  ,1916/02,2h 00m ,11 June 2009, Thursday am  
Summer 2009 [Final],Edexcel,GCE, DRAMA TEXT IN CONTEXT II  ,6346 01,2h 30m ,19 June 2009, Friday pm  
Summer 2011 [Final],AQA,GCE, History Unit 1C  ,HIS1C,1h 15m ,17 May 2011, Tuesday am  
Summer 2011 [Final],AQA,GCE, History Unit 1D  ,HIS1D,1h 15m ,17 May 2011, Tuesday am  
Summer 2011 [Final],Edexcel,GCE, History 1: Historical Themes In Breadth  ,6HI01,1h 20m ,17 May 2011, Tuesday am  
Summer 2011 [Final],AQA,GCE, History Unit 1M  ,HIS1M,1h 15m ,17 May 2011, Tuesday am  
Summer 2011 [Final] Changed,OCR,GCE, History:European and World History Period Studies:Medieval and Early Modern 1095-1609  ,F962/01,1h 30m ,17 May 2011, Tuesday am  
Summer 2011 [Final],CCEA,GCE, History A2 1  ,AH211,1h 15m ,17 May 2011, Tuesday am  
Summer 2011 [Final],AQA,GCE, History Unit 1F  ,HIS1F,1h 15m ,17 May 2011, Tuesday am  
Summer 2011 [Final],WJEC,GCE, History HY1 All Options  ,123100,1h 30m ,17 May 2011, Tuesday am  
Summer 2011 [Final],AQA,GCE, History Unit 1A  ,HIS1A,1h 15m ,17 May 2011, Tuesday am  
Summer 2011 [Final],AQA,GCE, History Unit 1E  ,HIS1E,1h 15m ,17 May 2011, Tuesday am  
Summer 2013 [Provisional],AQA,GCSE, Geography B Unit 1  ,40351H,1h     ,4 June 2013, Tuesday pm  
Summer 2013 [Provisional],AQA,GCSE, Geography B Unit 1  ,40351F,1h     ,4 June 2013, Tuesday pm  
Summer 2013 [Provisional],AQA,GCSE, Geography B Unit 2  ,40352H,1h     ,12 June 2013, Wednesday am  
Summer 2013 [Provisional],AQA,GCSE, Geography B Unit 2  ,40352F,1h     ,12 June 2013, Wednesday am  
Summer 2013 [Provisional],AQA,GCSE, Geography B Unit 3  ,40353F,1h     ,18 June 2013, Tuesday pm  
Summer 2013 [Provisional],AQA,GCSE, Geography B Unit 3  ,40353H,1h     ,18 June 2013, Tuesday pm  
January 2009 [Final],OCR,GCSE, Additional Applied Science A: Unit 4 (Harnessing Chemicals) Foundation  ,A335/01,0h 45m ,15 January 2009, Thursday pm  
January 2009 [Final],OCR,GCSE, Additional Applied Science A: Unit 2 (Agriculture and Food) Higher  ,A334/02,0h 45m ,15 January 2009, Thursday pm  
January 2009 [Final],OCR,GCSE, Additional Applied Science A: Unit 2 (Agriculture and Food) Foundation  ,A334/01,0h 45m ,15 January 2009, Thursday pm  
January 2009 [Final],OCR,GCSE, Additional Applied Science A: Unit 4 (Harnessing Chemicals) Higher  ,A335/02,0h 45m ,15 January 2009, Thursday pm  
January 2009 [Final],OCR,GCSE, Additional Applied Science A: Unit 3 (Scientific Detection) Higher  ,A325/02,0h 45m ,19 January 2009, Monday am  
January 2009 [Final],OCR,GCSE, :Additional Applied Science A: Unit 3 (Scientific Detection) Foundation  ,A325/01,0h 45m ,19 January 2009, Monday am  
January 2009 [Final],OCR,GCSE, Additional Applied Science A: Unit 1 (Life Care) Higher  ,A324/02,0h 45m ,21 January 2009, Wednesday pm  
January 2009 [Final],OCR,GCSE, Additional Applied Science A: Unit 1 (Life Care) Foundation  ,A324/01,0h 45m ,21 January 2009, Wednesday pm  
January 2009 [Final],OCR,GCSE, Additional Applied Science A: Unit 6 (Materials and Performance) Higher  ,A336/02,0h 45m ,23 January 2009, Friday am  
January 2009 [Final],OCR,GCSE, Additional Applied Science A: Unit 6 (Materials and Performance) Foundation  ,A336/01,0h 45m ,23 January 2009, Friday am  
January 2011 [Final],AQA,GCSE, Engineering (Double Award)    ,3870/3,1h 30m ,19 January 2011, Wednesday pm  
Summer 2011 [Final],Edexcel,GCSE, Biology Structured B3  ,5029 01,1h 00m ,19 May 2011, Thursday pm  
Summer 2011 [Final],CCEA,GCSE, Applied Science Unit 2 (Found)  ,GDS21,1h 30m ,19 May 2011, Thursday pm  
Summer 2011 [Final] Changed,OCR,GCSE," Science A: Unit 1 (B1, C1, P1) Foundation  ",A211/01,0h 40m ,19 May 2011, Thursday pm  
Summer 2011 [Final],CCEA,GCSE, Applied Science Unit 2 (Higher  ,GDS22,1h 30m ,19 May 2011, Thursday pm  
Summer 2011 [Final] Changed,OCR,GCSE," Science A: Unit 1 (B1, C1, P1) Higher  ",A211/02,0h 40m ,19 May 2011, Thursday pm  
Summer 2011 [Final] Changed,OCR,GCE, Science:Remote Sensing and the Natural Environment:Written Paper  ,G641/01,1h 00m ,24 May 2011, Tuesday am  
Summer 2011 [Final],Edexcel,GCSE, Chemistry Structured C3  ,5039 01,1h 00m ,25 May 2011, Wednesday am  
Summer 2011 [Final] Changed,OCR,GCSE, Science A: Unit 4 (Ideas in Context) Foundation  ,A214/01,0h 45m ,27 May 2011, Friday am  
Summer 2011 [Final] Changed,OCR,GCSE," Science B: Unit 1 (B1, C1, P1) Higher  ",B621/02,1h 00m ,27 May 2011, Friday am  
Summer 2011 [Final] Changed,OCR,GCSE," Science B: Unit 1 (B1, C1, P1) Foundation  ",B621/01,1h 00m ,27 May 2011, Friday am  
January 2011 [Final],CCEA,GCE, History of Art &amp; Design AS 1  ,AD111,1h 30m ,17 January 2011, Monday am  
January 2011 [Final],CCEA,GCE, History of Art &amp; Design AS 2  ,AD121,1h 30m ,25 January 2011, Tuesday pm  
Summer 2012 [Final],AQA,GCSE, French (Short Course) Unit 2 Reading  ,46552F,30m    ,17 May 2012, Thursday am  
Summer 2012 [Final],AQA,GCSE, French (Short Course) Unit 2 Reading  ,46552H,50m    ,17 May 2012, Thursday am  
Summer 2012 [Final],OCR,GCSE, Design and Technology:Industrial Technology: Technical aspects of designing and making:Written Paper  ,A544/01,1h 15m ,31 May 2012, Thursday pm  
Summer 2012 [Final],OCR,GCSE, Design and Technology:Industrial Technology: Sustainable design:Written Paper  ,A542/01,1h 00m ,31 May 2012, Thursday pm  
Summer 2009 [Final],AQA,GCE, English Language and Literature A 1 (New Specification) Written  ,ELLA1,1h 30m ,15 May 2009, Friday am  
Summer 2009 [Final],AQA,GCE, English Language and Literature B 1 (New Specification) Written  ,ELLB1,1h 30m ,15 May 2009, Friday am  
Summer 2009 [Final],AQA,GCE, English Language and Literature A 2 (New Specification) Written  ,ELLA2,1h 30m ,20 May 2009, Wednesday am  
Summer 2013 [Provisional],AQA,GCSE, Engineering (Double Award) Unit 1    ,48501,1h     ,15 May 2013, Wednesday pm  
Summer 2013 [Provisional],AQA,GCSE, Engineering (Double Award) Unit 3  ,48503,1h     ,22 May 2013, Wednesday pm  
January 2010 [Final],AQA,GCE, Biology B 5/W  ,BYB5/W,1h 15m ,19 January 2010, Tuesday pm  
Summer 2011 [Final],Edexcel,GCE, Arabic Unit 1  ,6AR01,2h 45m ,16 May 2011, Monday am  
Summer 2011 [Final],Edexcel,GCSE, Arabic Unit 1: Listening And Understanding In Arabic  ,5AR01,50m    ,24 May 2011, Tuesday pm  
Summer 2011 [Final],Edexcel,GCSE, Arabic Unit 3: Reading And Understanding In Arabic  ,5AR03,55m    ,24 May 2011, Tuesday pm  
Summer 2011 [Final],Edexcel,GCSE, Arabic Unit 4: Writing In Arabic  ,5AR04,1h 00m ,8 June 2011, Wednesday am  
Summer 2011 [Final],Edexcel,GCE, Arabic Unit 2  ,6AR02,3h     ,9 June 2011, Thursday am  
Summer 2009 [Final],CCEA,GCSE, MV &amp; RUS 1 (Foundation Tier)  ,G6802,1h 30m ,11 May 2009, Monday am  
Summer 2009 [Final],CCEA,GCSE, MV &amp; RUS 1(Higher Tier)  ,G6803,2h 00m ,11 May 2009, Monday am  
Summer 2009 [Final],CCEA,GCSE, MV &amp; RUS 1 (MC) (Foundation Ti  ,G6801,1h 30m ,11 May 2009, Monday am  
Summer 2009 [Final],Edexcel,GCE, ENGLISH LANG &amp; LIT: EXPLORING VOICES IN SPEECH &amp; WRITING  ,6EL01,2h 15m ,15 May 2009, Friday am  
Summer 2009 [Final],OCR,GCE, English Language and Literature:Speaking Voices:Written Paper  ,F671/01,2h 00m ,15 May 2009, Friday am  
Summer 2009 [Final],AQA,GCE, English Language and Literature A 1 Written  ,NTA1,1h 15m ,15 May 2009, Friday am  
Summer 2009 [Final],AQA,GCE, English Language and Literature A 3M Written (Modern Texts)  ,NA3M,1h 30m ,20 May 2009, Wednesday am  
Summer 2009 [Final],WJEC,GCE, English Language and Literature ELL1 (Legacy)  ,40101,1h 15m ,20 May 2009, Wednesday am  
Summer 2009 [Final],AQA,GCE, English Language and Literature A 3P Written (Pre-1900 Texts)  ,NA3P,1h 30m ,20 May 2009, Wednesday am  
Summer 2009 [Final],WJEC,GCE, English Language and Literature ELL3 (Legacy)  ,40301,1h 45m ,20 May 2009, Wednesday am  
Summer 2009 [Final],WJEC,GCE, English Language and Literature LL1 (New Specification)  ,116101,2h 30m ,20 May 2009, Wednesday am  
Summer 2009 [Final],AQA,GCE, English Language and Literature A 4 Written  ,NTA4,1h 30m ,8 June 2009, Monday pm  
Summer 2009 [Final],WJEC,GCE, English Language and Literature ELL4 (Legacy)  ,40401,1h 30m ,8 June 2009, Monday pm  
Summer 2010 [Final],AQA,GCSE, Drama Unit 1(New Specification)  ,42401,1h 30m ,22 June 2010, Tuesday am  
Summer 2012 [Final],WJEC,GCSE, Mathematics Linked Pair (Pilot) Methods Unit 1 Higher  ,436302,2h     ,11 June 2012, Monday pm  
Summer 2012 [Final],WJEC,GCSE, Mathematics Linked Pair (Pilot) Methods Unit 1 Foundation  ,436301,1h 30m ,11 June 2012, Monday pm  
Summer 2012 [Final],WJEC,GCSE, Mathematics Linked Pair (Pilot) Applications Unit 1 Higher  ,436102,2h     ,13 June 2012, Wednesday am  
Summer 2012 [Final],WJEC,GCSE, Mathematics Linked Pair (Pilot) Applications Unit 1 Foundation  ,436101,1h 30m ,13 June 2012, Wednesday am  
Summer 2009 [Final],OCR,GCSE, Classical Civilisation:2 Topics Paper 1 (Civilisation) (Higher)  ,1940/21,1h 30m ,8 June 2009, Monday am  
Summer 2009 [Final],OCR,GCE, Classical Civilisation:Greek Tragedy 3:Written Paper  ,2751/01,1h 30m ,8 June 2009, Monday pm  
Summer 2009 [Final],OCR,GCE, Classical Civilisation:Archaeology 3:Written Paper  ,2753/01,1h 30m ,8 June 2009, Monday pm  
Summer 2009 [Final],OCR,GCE, Classical Civilisation:Roman Satire and Society 3:Written Paper  ,2752/01,1h 30m ,8 June 2009, Monday pm  
Summer 2009 [Final],OCR,GCE, Classical Civilisation:Greek Art and Architecture 2:Written Paper  ,2755/01,1h 30m ,12 June 2009, Friday pm  
Summer 2009 [Final],OCR,GCSE, Classical Civilisation:3 Topics Paper 2 (Literature) (Foundation)  ,1940/14,2h 15m ,12 June 2009, Friday pm  
Summer 2009 [Final],OCR,GCSE, Classical Civilisation:3 Topics Paper 2 (Literature) (Higher)  ,1940/24,2h 15m ,12 June 2009, Friday pm  
Summer 2009 [Final],OCR,GCSE, Classical Civilisation:2 Topics Paper 2 (Literature) (Higher)  ,1940/23,1h 30m ,12 June 2009, Friday pm  
Summer 2009 [Final],AQA,GCSE, Classical Civilisation Written  ,3021/2F,1h 30m ,12 June 2009, Friday pm  
Summer 2009 [Final],AQA,GCSE, Classical Civilisation Written  ,3021/2H,1h 45m ,12 June 2009, Friday pm  
Summer 2012 [Final],CCEA,GCSE, Spanish Unit 3 (Foundation Tier)  ,GSP31,0h 35m ,21 May 2012, Monday pm  
Summer 2012 [Final],Edexcel,GCSE, SPANISH UNIT 1F: LISTENING FOUNDATION  ,5SP01,0h 30m ,21 May 2012, Monday pm  
Summer 2012 [Final],OCR,GCSE, Spanish: Listening:Written Paper (Higher)  ,A721/02,0h 45m ,21 May 2012, Monday pm  
Summer 2012 [Final],OCR,GCSE, Spanish: Listening:Written Paper (Foundation)  ,A721/01,0h 35m ,21 May 2012, Monday pm  
Summer 2012 [Final],AQA,GCSE, Spanish Unit 1 Listening    ,46951F,35m    ,21 May 2012, Monday pm  
Summer 2012 [Final],WJEC,GCSE, Spanish Unit 1 Listening Foundation  ,452101,35m    ,21 May 2012, Monday pm  
Summer 2012 [Final],OCR,GCSE, Spanish: Reading:Written Paper (Foundation)  ,A723/01,0h 35m ,25 May 2012, Friday pm  
Summer 2012 [Final],AQA,GCSE, Spanish Unit 2 Reading  ,46952F,30m    ,25 May 2012, Friday pm  
Summer 2012 [Final],CCEA,GCSE, Spanish Unit 4 (Foundation Tier)  ,GSP41,0h 40m ,25 May 2012, Friday pm  
Summer 2012 [Final],OCR,GCSE, Spanish: Reading:Written Paper (Higher)  ,A723/02,0h 45m ,25 May 2012, Friday pm  
Summer 2010 [Final],CCEA,GCSE, Health &amp; Social Care Unit 3  ,GDH31,1h 30m ,17 June 2010, Thursday am  
Summer 2010 [Final],AQA,GCSE, Health and Social Care (Double Award)  ,3820/3,1h 30m ,17 June 2010, Thursday am  
Summer 2010 [Final],WJEC,GCSE, Health &amp; Social Care Unit 3 Written Paper (Legacy)  ,62301,1h 30m ,17 June 2010, Thursday am  
Summer 2010 [Final],OCR,GCSE, Health and Social Care:Understanding Personal Development and Relationships:Externally Assessed  ,4871/01,1h 30m ,17 June 2010, Thursday am  
Summer 2010 [Final],WJEC,GCSE, Health &amp; Social Care Unit 2 Written Paper (New Specification)  ,472201,1h 15m ,17 June 2010, Thursday am  
Summer 2010 [Final],OCR,GCSE, Health and Social Care:Understanding Personal Development and Relationships:Written Paper  ,A912/01,1h 00m ,17 June 2010, Thursday am  
Summer 2010 [Final],Edexcel,GCSE, HEALTH AND SOCIAL CARE UNIT 1  ,5HS01,1h 15m ,17 June 2010, Thursday am  
Summer 2010 [Final],Edexcel,GCSE, HEALTH AND SOCIAL CARE PERSONAL DEVT/RELATS.  ,5323 01,1h 30m ,17 June 2010, Thursday am  
Summer 2010 [Final],AQA,GCE, Panjabi 1  ,PANJ1,2h 30m ,19 May 2010, Wednesday pm  
Summer 2010 [Final],AQA,GCE, Panjabi 2  ,PANJ2,3h     ,10 June 2010, Thursday am  
Summer 2010 [Final],AQA,GCSE, Panjabi (Listening)    ,3681/LF,35m    ,18 June 2010, Friday am  
Summer 2010 [Final],AQA,GCSE, Panjabi (Listening)    ,3681/LH,45m    ,18 June 2010, Friday am  
Summer 2010 [Final],AQA,GCSE, Panjabi (Reading)  ,3681/RH,50m    ,22 June 2010, Tuesday pm  
Summer 2010 [Final],AQA,GCSE, Panjabi (Reading)  ,3681/RF,30m    ,22 June 2010, Tuesday pm  
Summer 2010 [Final],AQA,GCSE, Panjabi (Writing)  ,3681/WF,40m    ,22 June 2010, Tuesday pm  
Summer 2010 [Final],AQA,GCSE, Panjabi (Writing)  ,3681/WH,1h     ,22 June 2010, Tuesday pm  
Summer 2009 [Final],CCEA,GCE, Biology A2 3A  ,A2B31,1h 00m ,26 May 2009, Tuesday pm  
Summer 2009 [Final],CCEA,GCSE, Biology Paper 2 (Higher Tier)  ,G0904,2h 00m ,28 May 2009, Thursday am  
Summer 2009 [Final],CCEA,GCSE, Biology Paper 2 (Foundation  ,G0902,1h 00m ,28 May 2009, Thursday am  
Summer 2009 [Final],OCR,GCE, Biology:Human Health and Disease:Written Paper  ,2802/01,1h 00m ,1 June 2009, Monday pm  
Summer 2009 [Final],CCEA,GCE, Biology AS 1  ,ASB11,1h 00m ,1 June 2009, Monday pm  
Summer 2009 [Final],AQA,GCE, Biology B 3/W Written  ,BYB3/W,1h 00m ,1 June 2009, Monday pm  
Summer 2009 [Final],AQA,GCE, Biology A 2 Written  ,BYA2,1h 30m ,1 June 2009, Monday pm  
Summer 2009 [Final],OCR,GCE, Biology:Biology Foundation:Written Paper  ,2801/01,1h 00m ,1 June 2009, Monday pm  
Summer 2009 [Final],CCEA,GCE, Biology AS 1  ,AB111,1h 30m ,1 June 2009, Monday pm  
Summer 2009 [Final],AQA,GCE, Biology A 1 Written  ,BYA1,1h 30m ,1 June 2009, Monday pm  
Summer 2009 [Final],CCEA,GCE, History of Art &amp; Design A2 2  ,A2D21,2h 00m ,14 May 2009, Thursday pm  
Summer 2009 [Final],CCEA,GCE, History of Art &amp; Design AS 2  ,ASD21,1h 00m ,18 May 2009, Monday am  
Summer 2009 [Final],CCEA,GCE, History of Art &amp; Design AS 1  ,AD111,1h 30m ,18 May 2009, Monday am  
Summer 2009 [Final],CCEA,GCE, History of Art &amp; Design AS 1  ,ASD11,1h 00m ,18 May 2009, Monday am  
Summer 2009 [Final],CCEA,GCE, History of Art &amp; Design A2 3  ,A2D31,2h 00m ,19 May 2009, Tuesday am  
Summer 2009 [Final],CCEA,GCE, History of Art &amp; Design AS 3  ,ASD31,1h 00m ,4 June 2009, Thursday pm  
Summer 2009 [Final],CCEA,GCE, History of Art &amp; Design AS 2  ,AD121,1h 30m ,4 June 2009, Thursday pm  
November 2009 [Final],Edexcel,GCSE, CHEMISTRY STRUCTURED C2  ,5038H 1H,0h 30m ,16 November 2009, Monday am  
November 2009 [Final],Edexcel,GCSE, ADDITIONAL SCIENCE BIOLOGY STRUCTURED PAPER B2  ,5016H 1H,0h 30m ,16 November 2009, Monday am  
November 2009 [Final],Edexcel,GCSE, BIOLOGY  B2  ,5027 01,0h 20m ,18 November 2009, Wednesday am  
November 2009 [Final],Edexcel,GCSE, CHEMISTRY C2  ,5037 01,0h 20m ,18 November 2009, Wednesday am  
November 2009 [Final],Edexcel,GCSE, ADDITIONAL SCIENCE PHYSICS  P2  ,5019 01,0h 20m ,18 November 2009, Wednesday am  
November 2009 [Final],Edexcel,GCSE, ADDITIONAL SCIENCE CHEMISTRY  C2  ,5017 01,0h 20m ,18 November 2009, Wednesday am  
November 2009 [Final],Edexcel,GCSE, PHYSICS P2  ,5047 01,0h 20m ,18 November 2009, Wednesday am  
November 2009 [Final],Edexcel,GCSE, ADDITIONAL SCIENCE BIOLOGY B2  ,5015 01,0h 20m ,18 November 2009, Wednesday am  
November 2009 [Final],Edexcel,GCSE, SCIENCE BIOLOGY UNIT B1A  ,5005 01,0h 20m ,20 November 2009, Friday am  
November 2009 [Final],Edexcel,GCSE, BIOLOGY UNIT B1B  ,5026 01,0h 20m ,20 November 2009, Friday am  
January 2011 [Final],AQA,GCE, Religious Studies Unit D  ,RSS04,1h 15m ,12 January 2011, Wednesday am  
January 2011 [Final],Edexcel,GCE, RELIGIOUS STUDIES UNIT 2:INVESTIGATIONS  ,6RS02,1h 15m ,19 January 2011, Wednesday pm  
January 2011 [Final],CCEA,GCE, Religious Studies AS 4  ,AR141,1h 20m ,19 January 2011, Wednesday pm  
January 2011 [Final],CCEA,GCE, Religious Studies AS 5  ,AR151,1h 20m ,19 January 2011, Wednesday pm  
January 2011 [Final],OCR,GCSE," Religious Studies:Ethics (Relationships, Medical Ethics, Poverty and Wealth):Written Paper  ",B603/01,1h 00m ,27 January 2011, Thursday pm  
January 2011 [Final],OCR,GCE, Religious Studies:Philosophy of Religion (A2):Written Paper  ,G581/01,1h 30m ,28 January 2011, Friday pm  
January 2011 [Final],CCEA,GCE, Religious Studies AS 7  ,AR171,1h 20m ,28 January 2011, Friday pm  
January 2011 [Final],OCR,GCE, Religious Studies:Islam (A2):Written Paper  ,G588/01,1h 30m ,28 January 2011, Friday pm  
January 2011 [Final],OCR,GCE, Religious Studies:Judaism (A2):Written Paper  ,G589/01,1h 30m ,28 January 2011, Friday pm  
January 2011 [Final],OCR,GCE, Religious Studies:Developments in Christian Theology (A2):Written Paper  ,G585/01,1h 30m ,28 January 2011, Friday pm  
Summer 2010 [Final],AQA,GCSE, Religious Studies C  ,3063/8/3,1h 30m ,24 May 2010, Monday am  
Summer 2010 [Final],WJEC,GCSE, Religious Studies Paper B (Legacy)  ,20502,1h 45m ,24 May 2010, Monday am  
Summer 2010 [Final],AQA,GCSE, Religious Studies C  ,3063/8/4,1h 30m ,24 May 2010, Monday am  
Summer 2010 [Final],WJEC,GCSE, Religious Studies Spec A Unit 3: Roman Catholicism 1 (New Specification)  ,444301,1h 45m ,24 May 2010, Monday am  
Summer 2010 [Final],CCEA,GCSE, Religious Studies 2  ,G8002,1h 30m ,24 May 2010, Monday am  
Summer 2010 [Final],Edexcel,GCSE, RELIGIOUS STUDIES CATHOLIC CHRISTIANITY  ,5579 01,2h 00m ,24 May 2010, Monday am  
Summer 2010 [Final],AQA,GCSE, Religious Studies (Short Course) C  ,3063/8/4,1h 30m ,24 May 2010, Monday am  
November 2012 [Final],Edexcel,GCSE, Physics Structured Paper P2  ,5048F,0h 30m ,6 November 2012, Tuesday pm  
November 2012 [Final],Edexcel,GCSE, Biology Structured Paper B2  ,5028F,0h 30m ,6 November 2012, Tuesday pm  
November 2012 [Final],Edexcel,GCSE, Chemistry Structured C2  ,5038F,0h 30m ,6 November 2012, Tuesday pm  
November 2012 [Final],Edexcel,GCSE, Additional Science Chemistry Structured Paper C2  ,5018F,0h 30m ,6 November 2012, Tuesday pm  
November 2012 [Final],Edexcel,GCSE, Physics Structured Paper P2  ,5048H,0h 30m ,6 November 2012, Tuesday pm  
November 2012 [Final],Edexcel,GCSE, Additional Science Biology Structured Paper B2  ,5016F,0h 30m ,6 November 2012, Tuesday pm  
November 2012 [Final],Edexcel,GCSE, Chemistry In Our World (Foundation)  ,5CH1F,1h 00m ,7 November 2012, Wednesday am  
November 2012 [Final],Edexcel,GCSE, Chemistry I N Our World (Higher)  ,5CH1H,1h 00m ,7 November 2012, Wednesday am  
November 2012 [Final],Edexcel,GCSE, Discovering Chemistry (Higher)  ,5CH2H,1h 00m ,7 November 2012, Wednesday am  
